regime,j,t_incr,t_raw,n_months
fast,66,-2.0116478570808796,-1.9289340918536753,168
fast,67,-0.6792932001068089,-0.6907722899326415,168
fast,68,0.894732975114753,0.5113045189927354,168
fast,69,-0.14247157362468707,-0.38734378117062396,168
fast,70,-1.5902597069050992,-1.7316722168368353,168
fast,71,-0.4711816098208473,-0.329105054376944,168
fast,72,0.4086007648224062,0.7379646607486406,168
fast,73,-0.8893606017238249,-0.8961933113265215,168
fast,74,-0.24850528612952577,-0.5494270224419334,168
fast,75,0.7312454284179116,1.0267936322686673,168
fast,76,-0.25438110454131213,-0.6420206650328621,168
fast,77,-0.4758470832725251,-0.2437794123198903,168
fast,78,-0.18301372310625563,0.38471204423897043,168
fast,79,0.41553340345683265,0.4841350320095034,168
fast,80,-0.7875959225654283,-0.3436771683297399,168
fast,81,-0.06305144479175266,0.13810334922469383,168
fast,82,0.7497848201403856,0.681367325729449,168
fast,83,-0.26920361886705274,0.13558261345590147,168
fast,84,-0.5187669768694112,-0.6490498096964726,168
fast,85,0.7260054457114441,0.3562224522926199,168
fast,86,0.7421539332677015,0.555671677594947,168
fast,87,0.6611552998370901,0.6066101352100526,168
fast,88,0.341583552862808,0.4274394621152302,168
fast,89,-0.06525691041059731,0.5004884909011424,168
fast,90,0.9487100509385159,0.971124447990951,168
fast,91,0.8232620506241182,0.8593736319558175,168
fast,92,0.39140305479990267,0.6702175955047728,168
fast,93,-0.5090801673234163,-0.6284239722310372,168
fast,94,-0.4289917245134163,-0.12875124726345635,168
fast,95,1.3584429425097957,1.4575132305910958,168
fast,96,0.9794066275421696,1.2995825056783126,168
fast,97,0.14795171270818397,0.6396510224368893,168
fast,98,1.66986096451102,1.6433933204668698,168
fast,99,0.07545632331609219,0.21582212157275157,168
slow,0,-0.19815441797368089,-0.466391814358058,168
slow,1,-0.8309279932382753,-0.4537579566004643,168
slow,2,0.20414303755671012,0.16010310454939486,168
slow,3,0.7003842211608897,0.8135463002797269,168
slow,4,3.890133476324772,3.4602232227564222,168
slow,5,-0.033084689319581424,0.008185609948993061,168
slow,6,0.80382457852869,0.4677777665375561,168
slow,7,-0.2375641543215931,0.13489257761274062,168
slow,8,-0.295616259545252,0.11113269228239853,168
slow,9,2.1758374665418185,2.2337038124359907,168
slow,10,-0.17404878777838953,-0.2229415375049692,168
slow,11,-0.2754503756717284,-0.2759873012566581,168
slow,12,-0.47672367097136703,-1.1095646826996037,168
slow,13,-0.9291378739086393,-0.9151114056885791,168
slow,14,-1.6427332404613257,-1.417534173756863,168
slow,15,2.6932546832124467,2.5558782357946517,168
slow,16,0.2139552319090928,0.29129989084854024,168
slow,17,-0.45189631812263964,-0.5125664886014968,168
slow,18,-0.1549935591733125,-0.008326058135859028,168
slow,19,-0.4440739829448327,-0.41044338694760896,168
slow,20,0.5613352804126016,0.5134566854537199,168
slow,21,-0.18582951933349334,0.032350727971847744,168
slow,22,-1.8805808738243934,-1.209094820632542,168
slow,23,0.4881463179528686,0.07687710583225646,168
slow,24,-0.20212119348619068,0.024968382313537995,168
slow,25,0.3563345011952728,0.35906041548992085,168
slow,26,-0.017956512811593883,0.24299747874300986,168
slow,27,-0.5486027689517932,-0.27943315737848706,168
slow,28,-0.4925897366205222,-0.42195351130481196,168
slow,29,0.13582120577723006,0.2895108093315931,168
slow,30,-0.7535673838781853,-1.0226776509545599,168
slow,31,-1.7987892270884684,-1.6379431966467723,168
slow,32,0.9050263387757049,0.7413746107523038,168
